functionType,L2 DCM,L1 DCM,MatrixSize,BlockSize,NumThreads,Real Time
Normal Mult,6413194,245791979,600,-1,-1,0.140401
Normal Mult,1280971,245705689,600,-1,-1,0.130285
Normal Mult,4409206,245764676,600,-1,-1,0.133696
Normal Mult,539599,245662208,600,-1,-1,0.130848
Normal Mult,4056568,245724496,600,-1,-1,0.135272
Normal Mult,1777917,245742166,600,-1,-1,0.13263
Normal Mult,560545,245668666,600,-1,-1,0.134331
Normal Mult,537813,245665169,600,-1,-1,0.130763
Normal Mult,540797,245634731,600,-1,-1,0.128691
Normal Mult,7552841,245888439,600,-1,-1,0.136959
Normal Mult,545113,245679332,600,-1,-1,0.133812
Normal Mult,562850,245665615,600,-1,-1,0.130266
Normal Mult,3428999,245808512,600,-1,-1,0.140706
Normal Mult,3282003,245809504,600,-1,-1,0.137993
Normal Mult,539210,245665359,600,-1,-1,0.13256
Normal Mult,550169,245675716,600,-1,-1,0.130686
Normal Mult,543360,245648455,600,-1,-1,0.130924
Normal Mult,565983,245669499,600,-1,-1,0.133702
Normal Mult,538478,245554040,600,-1,-1,0.132156
Normal Mult,555625,245638103,600,-1,-1,0.132071
Normal Mult,3174707,245747714,600,-1,-1,0.138388
Normal Mult,563225,245626088,600,-1,-1,0.134886
Normal Mult,552175,245670214,600,-1,-1,0.130128
Normal Mult,540501,245670420,600,-1,-1,0.127641
Normal Mult,596515,245670256,600,-1,-1,0.135359
Normal Mult,542169,245657878,600,-1,-1,0.134607
Normal Mult,540285,245599148,600,-1,-1,0.132015
Normal Mult,5158520,245777350,600,-1,-1,0.135243
Normal Mult,1464694,245701660,600,-1,-1,0.135566
Normal Mult,530170,245642403,600,-1,-1,0.131075
Normal Mult,4912138,1136146183,1000,-1,-1,0.626719
Normal Mult,3720767,1136342380,1000,-1,-1,0.619456
Normal Mult,4178332,1136330156,1000,-1,-1,0.616427
Normal Mult,12714816,1136166342,1000,-1,-1,0.734145
Normal Mult,48704808,1137471045,1000,-1,-1,0.786376
Normal Mult,38222279,1137140462,1000,-1,-1,0.739178
Normal Mult,30979678,1136994328,1000,-1,-1,0.681548
Normal Mult,26339582,1136921530,1000,-1,-1,0.669849
Normal Mult,35799541,1137069183,1000,-1,-1,0.673041
Normal Mult,14472752,1136555117,1000,-1,-1,0.622445
Normal Mult,18240955,1136706853,1000,-1,-1,0.669763
Normal Mult,6550663,1136380021,1000,-1,-1,0.629892
Normal Mult,11742658,1136478832,1000,-1,-1,0.653434
Normal Mult,38068103,1137152217,1000,-1,-1,0.662212
Normal Mult,29410177,1136925637,1000,-1,-1,0.666592
Normal Mult,33408703,1137079689,1000,-1,-1,0.657509
Normal Mult,38600797,1137145105,1000,-1,-1,0.685988
Normal Mult,39769581,1137155522,1000,-1,-1,0.682173
Normal Mult,36172927,1137067653,1000,-1,-1,0.670959
Normal Mult,47341367,1137317277,1000,-1,-1,0.707446
Normal Mult,25893770,1136931737,1000,-1,-1,0.730287
Normal Mult,27347757,1136928157,1000,-1,-1,0.700787
Normal Mult,63628722,1137690434,1000,-1,-1,0.72575
Normal Mult,63632376,1137628658,1000,-1,-1,0.729402
Normal Mult,11158165,1136479742,1000,-1,-1,0.629707
Normal Mult,3403669,1136339213,1000,-1,-1,0.610967
Normal Mult,11504450,1136519950,1000,-1,-1,0.633353
Normal Mult,4404166,1136345474,1000,-1,-1,0.646363
Normal Mult,4171790,1136354887,1000,-1,-1,0.636915
Normal Mult,2539759,1136306355,1000,-1,-1,0.620559
Normal Mult,267173329,3109482363,1400,-1,-1,2.54126
Normal Mult,262427228,3109512602,1400,-1,-1,2.50511
Normal Mult,265033565,3110007350,1400,-1,-1,2.52251
Normal Mult,263188277,3109325989,1400,-1,-1,2.46876
Normal Mult,267795734,3109363259,1400,-1,-1,2.52448
Normal Mult,261391236,3109182435,1400,-1,-1,2.48313
Normal Mult,263974433,3109449370,1400,-1,-1,2.46078
Normal Mult,265055639,3109567881,1400,-1,-1,2.47711
Normal Mult,265817382,3109408685,1400,-1,-1,2.48032
Normal Mult,261455357,3109537597,1400,-1,-1,2.48331
Normal Mult,267409203,3109798985,1400,-1,-1,2.51909
Normal Mult,264983100,3109538663,1400,-1,-1,2.51106
Normal Mult,265418740,3109776080,1400,-1,-1,2.51439
Normal Mult,261230373,3109519876,1400,-1,-1,2.44086
Normal Mult,265527577,3109510699,1400,-1,-1,2.47048
Normal Mult,264067450,3109505194,1400,-1,-1,2.52169
Normal Mult,267768948,3109707366,1400,-1,-1,2.51651
Normal Mult,303837599,3110569993,1400,-1,-1,3.10002
Normal Mult,296255379,3110345350,1400,-1,-1,2.89961
Normal Mult,285328057,3109814734,1400,-1,-1,2.72195
Normal Mult,291176121,3109701649,1400,-1,-1,2.82567
Normal Mult,270397168,3109735975,1400,-1,-1,2.55255
Normal Mult,285128714,3110284763,1400,-1,-1,2.74815
Normal Mult,291928158,3111466991,1400,-1,-1,2.89093
Normal Mult,287109296,3110615303,1400,-1,-1,2.88746
Normal Mult,264421401,3109624720,1400,-1,-1,2.52344
Normal Mult,271543369,3109789550,1400,-1,-1,2.58942
Normal Mult,266824747,3109767040,1400,-1,-1,2.49405
Normal Mult,271689657,3109774013,1400,-1,-1,2.58427
Normal Mult,264917474,3109820093,1400,-1,-1,2.52426
Normal Mult,647965687,6598707341,1800,-1,-1,6.16084
Normal Mult,672170936,6605112824,1800,-1,-1,7.2863
Normal Mult,658273551,6601836996,1800,-1,-1,6.63775
Normal Mult,663043978,6603164353,1800,-1,-1,6.75966
Normal Mult,670491675,6604053910,1800,-1,-1,7.11267
Normal Mult,670316320,6603221743,1800,-1,-1,7.10063
Normal Mult,671185601,6602835987,1800,-1,-1,7.11494
Normal Mult,670836182,6602406167,1800,-1,-1,7.15607
Normal Mult,665554813,6602185363,1800,-1,-1,6.94232
Normal Mult,652219372,6601601057,1800,-1,-1,6.51335
Normal Mult,663044193,6602361851,1800,-1,-1,6.85097
Normal Mult,662124700,6602168661,1800,-1,-1,6.78265
Normal Mult,671365082,6603386509,1800,-1,-1,7.12564
Normal Mult,648262850,6601193041,1800,-1,-1,6.38419
Normal Mult,663128045,6602743489,1800,-1,-1,6.96802
Normal Mult,663613188,6602976974,1800,-1,-1,6.75179
Normal Mult,664668030,6602493810,1800,-1,-1,6.91899
Normal Mult,644679194,6600979791,1800,-1,-1,6.25845
Normal Mult,647495102,6602404109,1800,-1,-1,6.29434
Normal Mult,646693038,6601195575,1800,-1,-1,6.29541
Normal Mult,647337231,6601174608,1800,-1,-1,6.31122
Normal Mult,655224111,6602072900,1800,-1,-1,6.57388
Normal Mult,663367327,6602114934,1800,-1,-1,6.79154
Normal Mult,663471931,6602732995,1800,-1,-1,6.9267
Normal Mult,661781660,6602715997,1800,-1,-1,6.84137
Normal Mult,664082139,6602568618,1800,-1,-1,6.89443
Normal Mult,664453122,6602319755,1800,-1,-1,6.8689
Normal Mult,668670044,6604429760,1800,-1,-1,7.11891
Normal Mult,667451343,6604241316,1800,-1,-1,7.05781
Normal Mult,663824528,6602365456,1800,-1,-1,6.78396
Normal Mult,1238472811,12057052157,2200,-1,-1,13.2976
Normal Mult,1236383652,12054694610,2200,-1,-1,13.1661
Normal Mult,1239518068,12055001593,2200,-1,-1,13.6943
Normal Mult,1235681177,12057734853,2200,-1,-1,13.7349
Normal Mult,1236872641,12056443430,2200,-1,-1,13.4671
Normal Mult,1234500111,12055968283,2200,-1,-1,13.1148
Normal Mult,1234309039,12053598657,2200,-1,-1,13.0017
Normal Mult,1234280379,12054728079,2200,-1,-1,12.8296
Normal Mult,1221088943,12048397541,2200,-1,-1,12.2107
Normal Mult,1226845577,12053720716,2200,-1,-1,12.4036
Normal Mult,1239257309,12057341223,2200,-1,-1,13.3712
Normal Mult,1238180161,12056063143,2200,-1,-1,13.3484
Normal Mult,1237845776,12055526564,2200,-1,-1,13.0087
Normal Mult,1237793603,12057082379,2200,-1,-1,13.2425
Normal Mult,1239811642,12053644278,2200,-1,-1,13.0901
Normal Mult,1242706871,12057081835,2200,-1,-1,13.7372
Normal Mult,1227833662,12052406448,2200,-1,-1,12.4867
Normal Mult,1228408263,12053686155,2200,-1,-1,12.5444
Normal Mult,1234774936,12053023994,2200,-1,-1,13.0065
Normal Mult,1238803124,12054752384,2200,-1,-1,13.0886
Normal Mult,1240431911,12057858945,2200,-1,-1,13.2711
Normal Mult,1238702053,12055231465,2200,-1,-1,13.2096
Normal Mult,1235455749,12055316966,2200,-1,-1,12.8956
Normal Mult,1217909920,12061326173,2200,-1,-1,13.5592
Normal Mult,1214322896,12063317899,2200,-1,-1,13.6817
Normal Mult,1230242536,12054020972,2200,-1,-1,12.5258
Normal Mult,1234815231,12053697502,2200,-1,-1,12.6027
Normal Mult,1238537506,12056002409,2200,-1,-1,13.3434
Normal Mult,1233485091,12059472950,2200,-1,-1,13.4773
Normal Mult,1234180899,12056269265,2200,-1,-1,12.931
Normal Mult,1852348711,21300883331,2600,-1,-1,24.3956
Normal Mult,1871090527,21223444769,2600,-1,-1,22.5762
Normal Mult,1853403149,21241678260,2600,-1,-1,21.454
Normal Mult,1838190374,21351513176,2600,-1,-1,21.5142
Normal Mult,1849385382,21221708478,2600,-1,-1,21.418
Normal Mult,1844017144,21288692876,2600,-1,-1,21.5895
Normal Mult,1852584318,21237244372,2600,-1,-1,21.7865
Normal Mult,1853711690,21244858805,2600,-1,-1,21.9222
Normal Mult,1854341126,21209182610,2600,-1,-1,21.5864
Normal Mult,1862746040,21117549264,2600,-1,-1,21.5693
Normal Mult,1849832605,21197696525,2600,-1,-1,21.3991
Normal Mult,1848497356,21213176403,2600,-1,-1,21.4877
Normal Mult,1847339328,21244804281,2600,-1,-1,21.7615
Normal Mult,1850944796,21220626016,2600,-1,-1,21.2386
Normal Mult,1849027438,21218348608,2600,-1,-1,21.4331
Normal Mult,1847786862,21243864006,2600,-1,-1,22.4609
Normal Mult,1853106517,21214049120,2600,-1,-1,22.4929
Normal Mult,1842440233,21252804793,2600,-1,-1,22.772
Normal Mult,1867279028,21236156263,2600,-1,-1,22.9702
Normal Mult,1865707920,21244119120,2600,-1,-1,23.2566
Normal Mult,1874248157,21218426302,2600,-1,-1,22.658
Normal Mult,1858930618,21224554073,2600,-1,-1,21.8088
Normal Mult,1851797063,21222238170,2600,-1,-1,21.4407
Normal Mult,1848048115,21229946915,2600,-1,-1,21.6124
Normal Mult,1854519955,21201970903,2600,-1,-1,20.997
Normal Mult,1849041268,21215575929,2600,-1,-1,21.1646
Normal Mult,1847917254,21209396980,2600,-1,-1,21.3546
Normal Mult,1848281596,21249442435,2600,-1,-1,20.9439
Normal Mult,1846887277,21228944375,2600,-1,-1,20.9985
Normal Mult,1849731036,21228178138,2600,-1,-1,21.1479
Normal Mult,2931039306,37889948797,3000,-1,-1,40.6337
Normal Mult,2935774265,37932681273,3000,-1,-1,40.487
Normal Mult,2931119432,37900796390,3000,-1,-1,40.5147
Normal Mult,2939904143,37887035231,3000,-1,-1,40.7789
Normal Mult,2944178922,37868760971,3000,-1,-1,40.6322
Normal Mult,2941213451,37934225225,3000,-1,-1,40.9119
Normal Mult,2938096250,37802506809,3000,-1,-1,40.6857
Normal Mult,2941498043,37948509094,3000,-1,-1,40.8424
Normal Mult,2943458265,37934185622,3000,-1,-1,41.0001
Normal Mult,2937515956,37921743820,3000,-1,-1,40.8102
Normal Mult,2939296011,37906982334,3000,-1,-1,40.851
Normal Mult,2945424460,37864367469,3000,-1,-1,41.5414
Normal Mult,2940989457,37897313713,3000,-1,-1,41.151
Normal Mult,2949691007,37914909640,3000,-1,-1,40.6618
Normal Mult,2935920077,37867272994,3000,-1,-1,40.9169
Normal Mult,2945179406,37855900730,3000,-1,-1,41.094
Normal Mult,2948425419,37928214059,3000,-1,-1,41.0846
Normal Mult,2948147018,37932377120,3000,-1,-1,40.9081
Normal Mult,2954843389,37903290684,3000,-1,-1,40.7407
Normal Mult,2939465862,37887306197,3000,-1,-1,40.6392
Normal Mult,2942769219,37907997118,3000,-1,-1,40.988
Normal Mult,2940878979,37908747509,3000,-1,-1,40.9417
Normal Mult,2945253022,37900215223,3000,-1,-1,41.0679
Normal Mult,2936883397,37886175217,3000,-1,-1,40.8399
Normal Mult,2938473121,37851128093,3000,-1,-1,40.1258
Normal Mult,2941961956,37896710947,3000,-1,-1,40.9771
Normal Mult,2950235914,37884137722,3000,-1,-1,40.8214
Normal Mult,2946445914,37912760459,3000,-1,-1,40.8201
Normal Mult,2945629850,37880454723,3000,-1,-1,40.8485
Normal Mult,2943415301,37913814858,3000,-1,-1,40.8092
Parallelized Normal Mult,411425,61477844,600,-1,4,0.0448281
Parallelized Normal Mult,1202532,61514463,600,-1,4,0.0410825
Parallelized Normal Mult,1247408,61516937,600,-1,4,0.0462134
Parallelized Normal Mult,172322,61520310,600,-1,4,0.0344493
Parallelized Normal Mult,163609,61515100,600,-1,4,0.0346252
Parallelized Normal Mult,171744,61536096,600,-1,4,0.0344539
Parallelized Normal Mult,176684,61540445,600,-1,4,0.0344356
Parallelized Normal Mult,183627,61542261,600,-1,4,0.0361371
Parallelized Normal Mult,177508,61550355,600,-1,4,0.0345684
Parallelized Normal Mult,180562,61555182,600,-1,4,0.0341697
Parallelized Normal Mult,182588,61558042,600,-1,4,0.0336388
Parallelized Normal Mult,178756,61498808,600,-1,4,0.0336602
Parallelized Normal Mult,173307,61537993,600,-1,4,0.0332639
Parallelized Normal Mult,177303,61537275,600,-1,4,0.0408061
Parallelized Normal Mult,159676,61518238,600,-1,4,0.0557062
Parallelized Normal Mult,3541602,61612292,600,-1,4,0.0567432
Parallelized Normal Mult,161904,61511990,600,-1,4,0.0548228
Parallelized Normal Mult,4061161,61646892,600,-1,4,0.0559688
Parallelized Normal Mult,166747,61517985,600,-1,4,0.0547315
Parallelized Normal Mult,2044311,61547795,600,-1,4,0.0550246
Parallelized Normal Mult,2755780,61595713,600,-1,4,0.0548491
Parallelized Normal Mult,3035993,61561783,600,-1,4,0.0561066
Parallelized Normal Mult,2848414,61568823,600,-1,4,0.0434486
Parallelized Normal Mult,176255,61547421,600,-1,4,0.0492139
Parallelized Normal Mult,920237,61544546,600,-1,4,0.0543741
Parallelized Normal Mult,171885,61526856,600,-1,4,0.0543456
Parallelized Normal Mult,1618957,61543957,600,-1,4,0.0546184
Parallelized Normal Mult,6031469,61624385,600,-1,4,0.0572376
Parallelized Normal Mult,146605,61484578,600,-1,4,0.0365663
Parallelized Normal Mult,170248,61510882,600,-1,4,0.0339445
Parallelized Normal Mult,3125463,284404154,1000,-1,4,0.167688
Parallelized Normal Mult,1460525,283781387,1000,-1,4,0.238301
Parallelized Normal Mult,2527221,284318297,1000,-1,4,0.181563
Parallelized Normal Mult,1851037,284367954,1000,-1,4,0.253167
Parallelized Normal Mult,2548262,284332837,1000,-1,4,0.251485
Parallelized Normal Mult,638605,284304408,1000,-1,4,0.160135
Parallelized Normal Mult,3168830,284418075,1000,-1,4,0.167458
Parallelized Normal Mult,2831215,284413724,1000,-1,4,0.163201
Parallelized Normal Mult,1419775,284337719,1000,-1,4,0.184557
Parallelized Normal Mult,3137618,284469480,1000,-1,4,0.166346
Parallelized Normal Mult,2614270,284397667,1000,-1,4,0.171861
Parallelized Normal Mult,3065110,284371229,1000,-1,4,0.165656
Parallelized Normal Mult,2534439,284389498,1000,-1,4,0.16314
Parallelized Normal Mult,1580671,284253434,1000,-1,4,0.178931
Parallelized Normal Mult,3022386,284409982,1000,-1,4,0.163945
Parallelized Normal Mult,2717684,284404924,1000,-1,4,0.165751
Parallelized Normal Mult,1631589,284364290,1000,-1,4,0.169105
Parallelized Normal Mult,3524179,284428216,1000,-1,4,0.164346
Parallelized Normal Mult,1540657,284389629,1000,-1,4,0.163839
Parallelized Normal Mult,1062992,284203134,1000,-1,4,0.19171
Parallelized Normal Mult,614237,284347719,1000,-1,4,0.16052
Parallelized Normal Mult,1885061,284230619,1000,-1,4,0.179653
Parallelized Normal Mult,2454403,284371946,1000,-1,4,0.163732
Parallelized Normal Mult,2922874,284376501,1000,-1,4,0.191413
Parallelized Normal Mult,649371,284309889,1000,-1,4,0.248552
Parallelized Normal Mult,2151033,284302501,1000,-1,4,0.252183
Parallelized Normal Mult,943605,284350954,1000,-1,4,0.247457
Parallelized Normal Mult,2821368,284408394,1000,-1,4,0.249269
Parallelized Normal Mult,4017093,284426672,1000,-1,4,0.252941
Parallelized Normal Mult,1158026,284373322,1000,-1,4,0.248885
Parallelized Normal Mult,68180505,778456520,1400,-1,4,0.766281
Parallelized Normal Mult,67370807,777968381,1400,-1,4,0.633641
Parallelized Normal Mult,66784232,778007406,1400,-1,4,0.636472
Parallelized Normal Mult,64450352,778317912,1400,-1,4,0.75465
Parallelized Normal Mult,67670011,778036513,1400,-1,4,0.690114
Parallelized Normal Mult,59996502,778493426,1400,-1,4,0.658361
Parallelized Normal Mult,60795588,778296925,1400,-1,4,0.681777
Parallelized Normal Mult,64722384,778263649,1400,-1,4,0.651189
Parallelized Normal Mult,67042159,778075278,1400,-1,4,0.630368
Parallelized Normal Mult,31316770,780479385,1400,-1,4,0.750766
Parallelized Normal Mult,53200074,779140932,1400,-1,4,0.697848
Parallelized Normal Mult,43353490,779664426,1400,-1,4,0.724521
Parallelized Normal Mult,41415500,780438304,1400,-1,4,0.748396
Parallelized Normal Mult,68950286,778010115,1400,-1,4,0.743007
Parallelized Normal Mult,60117506,779384554,1400,-1,4,0.683772
Parallelized Normal Mult,47334836,779472332,1400,-1,4,0.709634
Parallelized Normal Mult,30068061,781714127,1400,-1,4,0.788484
Parallelized Normal Mult,63686359,778196257,1400,-1,4,0.639033
Parallelized Normal Mult,66539813,778087223,1400,-1,4,0.634553
Parallelized Normal Mult,42209392,779889496,1400,-1,4,0.739758
Parallelized Normal Mult,67587750,777939708,1400,-1,4,0.685362
Parallelized Normal Mult,67498163,778070402,1400,-1,4,0.654491
Parallelized Normal Mult,33192738,783447782,1400,-1,4,0.783615
Parallelized Normal Mult,61282202,778216582,1400,-1,4,0.645147
Parallelized Normal Mult,66323856,778465454,1400,-1,4,0.726848
Parallelized Normal Mult,51854823,780537532,1400,-1,4,0.712531
Parallelized Normal Mult,50778489,779096191,1400,-1,4,0.711614
Parallelized Normal Mult,27647775,781323053,1400,-1,4,0.813785
Parallelized Normal Mult,63503016,778281665,1400,-1,4,0.664837
Parallelized Normal Mult,71858014,778210861,1400,-1,4,0.792776
Parallelized Normal Mult,128017370,1795114036,1800,-1,4,2.31469
Parallelized Normal Mult,129388759,1697330886,1800,-1,4,1.96236
Parallelized Normal Mult,126132026,1685881940,1800,-1,4,2.17385
Parallelized Normal Mult,121097972,1721674875,1800,-1,4,2.0446
Parallelized Normal Mult,123085314,1699489817,1800,-1,4,2.44867
Parallelized Normal Mult,126738927,1692263764,1800,-1,4,2.06945
Parallelized Normal Mult,124647384,1687714452,1800,-1,4,1.7656
Parallelized Normal Mult,119304951,1714459538,1800,-1,4,2.3615
Parallelized Normal Mult,128042877,1651231964,1800,-1,4,1.80431
Parallelized Normal Mult,125607263,1743829463,1800,-1,4,1.99103
Parallelized Normal Mult,130701274,1674566442,1800,-1,4,2.12561
Parallelized Normal Mult,128662694,1655779930,1800,-1,4,1.81405
Parallelized Normal Mult,126823703,1716783130,1800,-1,4,1.92747
Parallelized Normal Mult,125463121,1691911156,1800,-1,4,2.05212
Parallelized Normal Mult,125973696,1698251547,1800,-1,4,1.8345
Parallelized Normal Mult,127576399,1679232429,1800,-1,4,1.90185
Parallelized Normal Mult,129209993,1696152760,1800,-1,4,2.00897
Parallelized Normal Mult,123949029,1706461629,1800,-1,4,1.85125
Parallelized Normal Mult,130237594,1655700804,1800,-1,4,1.99029
Parallelized Normal Mult,118845953,1715530795,1800,-1,4,1.92892
Parallelized Normal Mult,128158790,1651230886,1800,-1,4,1.72077
Parallelized Normal Mult,125681782,1683738152,1800,-1,4,1.77518
Parallelized Normal Mult,130753017,1651078980,1800,-1,4,2.1224
Parallelized Normal Mult,125908266,1682089309,1800,-1,4,1.82201
Parallelized Normal Mult,130754358,1651983851,1800,-1,4,2.23989
Parallelized Normal Mult,128367900,1698341565,1800,-1,4,1.88566
Parallelized Normal Mult,126430248,1682142616,1800,-1,4,1.77426
Parallelized Normal Mult,126100880,1651109357,1800,-1,4,1.67248
Parallelized Normal Mult,129986899,1651154536,1800,-1,4,2.01065
Parallelized Normal Mult,129817481,1651170032,1800,-1,4,2.15508
Parallelized Normal Mult,237167441,3100429601,2200,-1,4,3.97444
Parallelized Normal Mult,235935275,3097294708,2200,-1,4,3.63588
Parallelized Normal Mult,239589474,3055825248,2200,-1,4,4.05682
Parallelized Normal Mult,208653922,3429287162,2200,-1,4,5.8468
Parallelized Normal Mult,237719185,3075043772,2200,-1,4,4.75689
Parallelized Normal Mult,231191537,3100878336,2200,-1,4,3.96937
Parallelized Normal Mult,238046666,3037331383,2200,-1,4,4.37452
Parallelized Normal Mult,239081145,3087337250,2200,-1,4,3.42853
Parallelized Normal Mult,243648432,3384127446,2200,-1,4,5.35439
Parallelized Normal Mult,241577538,3018494001,2200,-1,4,3.40486
Parallelized Normal Mult,238974969,3096074966,2200,-1,4,4.04415
Parallelized Normal Mult,225252271,3179106164,2200,-1,4,4.06149
Parallelized Normal Mult,239082923,3030162104,2200,-1,4,3.16744
Parallelized Normal Mult,230219999,3129785526,2200,-1,4,3.68619
Parallelized Normal Mult,233778118,3049415644,2200,-1,4,3.52355
Parallelized Normal Mult,227369150,3216905456,2200,-1,4,4.40313
Parallelized Normal Mult,232130253,3138156577,2200,-1,4,3.79114
Parallelized Normal Mult,243172848,3035081471,2200,-1,4,4.15218
Parallelized Normal Mult,237524395,3016344856,2200,-1,4,3.23454
Parallelized Normal Mult,241537971,3029586939,2200,-1,4,5.43407
Parallelized Normal Mult,235761451,3082100662,2200,-1,4,3.94201
Parallelized Normal Mult,239523087,3055820625,2200,-1,4,3.72578
Parallelized Normal Mult,225704746,3269621938,2200,-1,4,4.58507
Parallelized Normal Mult,239994435,3088149673,2200,-1,4,4.95009
Parallelized Normal Mult,230804545,3151008331,2200,-1,4,3.86221
Parallelized Normal Mult,221388090,3282948862,2200,-1,4,4.95115
Parallelized Normal Mult,239285153,3022306479,2200,-1,4,4.48012
Parallelized Normal Mult,257869747,3130471449,2200,-1,4,5.18041
Parallelized Normal Mult,241487808,3037050984,2200,-1,4,4.92613
Parallelized Normal Mult,239517202,3042877459,2200,-1,4,4.02985
Parallelized Normal Mult,403657054,5432194112,2600,-1,4,6.94236
Parallelized Normal Mult,412092589,5464264057,2600,-1,4,7.38648
Parallelized Normal Mult,395472539,5497851371,2600,-1,4,6.29073
Parallelized Normal Mult,399276183,5819224369,2600,-1,4,8.45395
Parallelized Normal Mult,398755455,5351827616,2600,-1,4,5.20306
Parallelized Normal Mult,402932092,5405001778,2600,-1,4,6.15026
Parallelized Normal Mult,408682017,5325709668,2600,-1,4,6.47612
Parallelized Normal Mult,401722070,5415587741,2600,-1,4,6.55
Parallelized Normal Mult,396188464,5431676174,2600,-1,4,6.36274
Parallelized Normal Mult,402253214,5591706657,2600,-1,4,6.85728
Parallelized Normal Mult,402604624,5395809350,2600,-1,4,8.56542
Parallelized Normal Mult,413473371,5527531651,2600,-1,4,7.5611
Parallelized Normal Mult,401535593,5457930663,2600,-1,4,6.90486
Parallelized Normal Mult,395229934,5528349140,2600,-1,4,6.45098
Parallelized Normal Mult,397524683,5411617214,2600,-1,4,6.72428
Parallelized Normal Mult,399318041,5395301112,2600,-1,4,6.28163
Parallelized Normal Mult,409301968,5644663062,2600,-1,4,7.62327
Parallelized Normal Mult,401606881,5496246105,2600,-1,4,6.78789
Parallelized Normal Mult,401243234,5582986454,2600,-1,4,6.91756
Parallelized Normal Mult,419048725,5500241407,2600,-1,4,8.46062
Parallelized Normal Mult,415754429,5510046222,2600,-1,4,7.51775
Parallelized Normal Mult,407835659,5427445643,2600,-1,4,7.08742
Parallelized Normal Mult,411166570,5661223252,2600,-1,4,7.39572
Parallelized Normal Mult,403392989,5371995199,2600,-1,4,6.13705
Parallelized Normal Mult,384050380,5664612338,2600,-1,4,7.57559
Parallelized Normal Mult,403492207,5632111146,2600,-1,4,7.22198
Parallelized Normal Mult,407380936,5463163418,2600,-1,4,7.43598
Parallelized Normal Mult,407171531,5420380441,2600,-1,4,6.86112
Parallelized Normal Mult,409655338,5700718825,2600,-1,4,7.69085
Parallelized Normal Mult,412610638,5368523203,2600,-1,4,6.48095
Parallelized Normal Mult,641095782,9624278885,3000,-1,4,14.4112
Parallelized Normal Mult,648025649,9734020890,3000,-1,4,11.7615
Parallelized Normal Mult,641180401,9734872352,3000,-1,4,14.6435
Parallelized Normal Mult,683912625,9839062503,3000,-1,4,12.7893
Parallelized Normal Mult,641177944,9814696183,3000,-1,4,13.3155
Parallelized Normal Mult,641820383,9535575606,3000,-1,4,11.4728
Parallelized Normal Mult,641706509,9993726715,3000,-1,4,14.078
Parallelized Normal Mult,674638830,9697496619,3000,-1,4,13.422
Parallelized Normal Mult,666265971,9834145972,3000,-1,4,14.3982
Parallelized Normal Mult,648531191,9637702024,3000,-1,4,11.9452
Parallelized Normal Mult,631013902,9626090018,3000,-1,4,12.64
Parallelized Normal Mult,638158258,9682790526,3000,-1,4,11.599
Parallelized Normal Mult,629608916,9565123559,3000,-1,4,10.2332
Parallelized Normal Mult,623248344,9650684814,3000,-1,4,11.6459
Parallelized Normal Mult,638505992,9655364962,3000,-1,4,11.5273
Parallelized Normal Mult,648489515,9790143638,3000,-1,4,13.6765
Parallelized Normal Mult,661812632,9645065107,3000,-1,4,14.3872
Parallelized Normal Mult,688661611,10041600761,3000,-1,4,14.7962
Parallelized Normal Mult,651618354,9614303604,3000,-1,4,12.4824
Parallelized Normal Mult,636245969,9654105937,3000,-1,4,12.1027
Parallelized Normal Mult,698406753,10149308381,3000,-1,4,15.7048
Parallelized Normal Mult,635624931,9655039665,3000,-1,4,11.1064
Parallelized Normal Mult,675567064,9752027849,3000,-1,4,12.558
Parallelized Normal Mult,639779358,9489728735,3000,-1,4,11.3011
Parallelized Normal Mult,650568805,9617026266,3000,-1,4,14.1517
Parallelized Normal Mult,646498056,9581073437,3000,-1,4,12.9484
Parallelized Normal Mult,650305091,9720925915,3000,-1,4,13.7625
Parallelized Normal Mult,665086175,9804696406,3000,-1,4,12.4156
Parallelized Normal Mult,638063252,9752853195,3000,-1,4,12.0522
Parallelized Normal Mult,678496317,10098574951,3000,-1,4,14.9325
Parallelized Normal Mult,76267,30764706,600,-1,8,0.0425933
Parallelized Normal Mult,100216,30821764,600,-1,8,0.0385193
Parallelized Normal Mult,963102,30415298,600,-1,8,0.048352
Parallelized Normal Mult,91255,30819360,600,-1,8,0.0352217
Parallelized Normal Mult,85245,30781212,600,-1,8,0.0401787
Parallelized Normal Mult,99773,30830768,600,-1,8,0.0347745
Parallelized Normal Mult,102671,30835565,600,-1,8,0.0361473
Parallelized Normal Mult,198298,30862629,600,-1,8,0.0355809
Parallelized Normal Mult,89802,30813138,600,-1,8,0.0349461
Parallelized Normal Mult,1385316,30879741,600,-1,8,0.0363509
Parallelized Normal Mult,96649,30825921,600,-1,8,0.0352031
Parallelized Normal Mult,90225,30812483,600,-1,8,0.0345384
Parallelized Normal Mult,95307,30701832,600,-1,8,0.0467935
Parallelized Normal Mult,96480,30831711,600,-1,8,0.0338614
Parallelized Normal Mult,99733,30835227,600,-1,8,0.0355524
Parallelized Normal Mult,82883,30785371,600,-1,8,0.0360059
Parallelized Normal Mult,79798,30664426,600,-1,8,0.0419068
Parallelized Normal Mult,102106,30842903,600,-1,8,0.0387658
Parallelized Normal Mult,100170,30840229,600,-1,8,0.0376336
